Planning Area,Subzone,Age,Sex,Count
Marine Parade,Total,84,Males,70
Marine Parade,Total,84,Females,130
Marine Parade,Total,85,Total,200
Marine Parade,Total,85,Males,80
Marine Parade,Total,85,Females,120
Marine Parade,Total,86,Total,180
Marine Parade,Total,86,Males,60
Marine Parade,Total,86,Females,120
Marine Parade,Total,87,Total,160
Marine Parade,Total,87,Males,50
Marine Parade,Total,87,Females,110
Marine Parade,Total,88,Total,130
Marine Parade,Total,88,Males,50
Marine Parade,Total,88,Females,80
Marine Parade,Total,89,Total,110
Marine Parade,Total,89,Males,40
Marine Parade,Total,89,Females,70
Marine Parade,Total,90 & Over,Total,510
Marine Parade,Total,90 & Over,Males,170
Marine Parade,Total,90 & Over,Females,330
Marine Parade,East Coast,Total,Total,-
Marine Parade,East Coast,Total,Males,-
Marine Parade,East Coast,Total,Females,-
Marine Parade,East Coast,0,Total,-
Marine Parade,East Coast,0,Males,-
Marine Parade,East Coast,0,Females,-
Marine Parade,East Coast,1,Total,-
Marine Parade,East Coast,1,Males,-
Marine Parade,East Coast,1,Females,-
Marine Parade,East Coast,2,Total,-
Marine Parade,East Coast,2,Males,-
Marine Parade,East Coast,2,Females,-
Marine Parade,East Coast,3,Total,-
Marine Parade,East Coast,3,Males,-
Marine Parade,East Coast,3,Females,-
Marine Parade,East Coast,4,Total,-
Marine Parade,East Coast,4,Males,-
Marine Parade,East Coast,4,Females,-
Marine Parade,East Coast,5,Total,-
Marine Parade,East Coast,5,Males,-
Marine Parade,East Coast,5,Females,-
Marine Parade,East Coast,6,Total,-
Marine Parade,East Coast,6,Males,-
Marine Parade,East Coast,6,Females,-
Marine Parade,East Coast,7,Total,-
Marine Parade,East Coast,7,Males,-
Marine Parade,East Coast,7,Females,-
Marine Parade,East Coast,8,Total,-
Marine Parade,East Coast,8,Males,-
Marine Parade,East Coast,8,Females,-
Marine Parade,East Coast,9,Total,-
Marine Parade,East Coast,9,Males,-
Marine Parade,East Coast,9,Females,-
Marine Parade,East Coast,10,Total,-
Marine Parade,East Coast,10,Males,-
Marine Parade,East Coast,10,Females,-
Marine Parade,East Coast,11,Total,-
Marine Parade,East Coast,11,Males,-
Marine Parade,East Coast,11,Females,-
Marine Parade,East Coast,12,Total,-
Marine Parade,East Coast,12,Males,-
Marine Parade,East Coast,12,Females,-
Marine Parade,East Coast,13,Total,-
Marine Parade,East Coast,13,Males,-
Marine Parade,East Coast,13,Females,-
Marine Parade,East Coast,14,Total,-
Marine Parade,East Coast,14,Males,-
Marine Parade,East Coast,14,Females,-
Marine Parade,East Coast,15,Total,-
Marine Parade,East Coast,15,Males,-
Marine Parade,East Coast,15,Females,-
Marine Parade,East Coast,16,Total,-
Marine Parade,East Coast,16,Males,-
Marine Parade,East Coast,16,Females,-
Marine Parade,East Coast,17,Total,-
Marine Parade,East Coast,17,Males,-
Marine Parade,East Coast,17,Females,-
Marine Parade,East Coast,18,Total,-
Marine Parade,East Coast,18,Males,-
Marine Parade,East Coast,18,Females,-
Marine Parade,East Coast,19,Total,-
Marine Parade,East Coast,19,Males,-
Marine Parade,East Coast,19,Females,-
Marine Parade,East Coast,20,Total,-
Marine Parade,East Coast,20,Males,-
Marine Parade,East Coast,20,Females,-
Marine Parade,East Coast,21,Total,-
Marine Parade,East Coast,21,Males,-
Marine Parade,East Coast,21,Females,-
Marine Parade,East Coast,22,Total,-
Marine Parade,East Coast,22,Males,-
Marine Parade,East Coast,22,Females,-
Marine Parade,East Coast,23,Total,-
Marine Parade,East Coast,23,Males,-
Marine Parade,East Coast,23,Females,-
Marine Parade,East Coast,24,Total,-
Marine Parade,East Coast,24,Males,-
Marine Parade,East Coast,24,Females,-
Marine Parade,East Coast,25,Total,-
Marine Parade,East Coast,25,Males,-
Marine Parade,East Coast,25,Females,-
Marine Parade,East Coast,26,Total,-
Marine Parade,East Coast,26,Males,-
Marine Parade,East Coast,26,Females,-
Marine Parade,East Coast,27,Total,-
Marine Parade,East Coast,27,Males,-
Marine Parade,East Coast,27,Females,-
Marine Parade,East Coast,28,Total,-
Marine Parade,East Coast,28,Males,-
Marine Parade,East Coast,28,Females,-
Marine Parade,East Coast,29,Total,-
Marine Parade,East Coast,29,Males,-
Marine Parade,East Coast,29,Females,-
Marine Parade,East Coast,30,Total,-
Marine Parade,East Coast,30,Males,-
Marine Parade,East Coast,30,Females,-
Marine Parade,East Coast,31,Total,-
Marine Parade,East Coast,31,Males,-
Marine Parade,East Coast,31,Females,-
Marine Parade,East Coast,32,Total,-
Marine Parade,East Coast,32,Males,-
Marine Parade,East Coast,32,Females,-
Marine Parade,East Coast,33,Total,-
Marine Parade,East Coast,33,Males,-
Marine Parade,East Coast,33,Females,-
Marine Parade,East Coast,34,Total,-
Marine Parade,East Coast,34,Males,-
Marine Parade,East Coast,34,Females,-
Marine Parade,East Coast,35,Total,-
Marine Parade,East Coast,35,Males,-
Marine Parade,East Coast,35,Females,-
Marine Parade,East Coast,36,Total,-
Marine Parade,East Coast,36,Males,-
Marine Parade,East Coast,36,Females,-
Marine Parade,East Coast,37,Total,-
Marine Parade,East Coast,37,Males,-
Marine Parade,East Coast,37,Females,-
Marine Parade,East Coast,38,Total,-
Marine Parade,East Coast,38,Males,-
Marine Parade,East Coast,38,Females,-
Marine Parade,East Coast,39,Total,-
Marine Parade,East Coast,39,Males,-
Marine Parade,East Coast,39,Females,-
Marine Parade,East Coast,40,Total,-
Marine Parade,East Coast,40,Males,-
Marine Parade,East Coast,40,Females,-
Marine Parade,East Coast,41,Total,-
Marine Parade,East Coast,41,Males,-
Marine Parade,East Coast,41,Females,-
Marine Parade,East Coast,42,Total,-
Marine Parade,East Coast,42,Males,-
Marine Parade,East Coast,42,Females,-
Marine Parade,East Coast,43,Total,-
Marine Parade,East Coast,43,Males,-
Marine Parade,East Coast,43,Females,-
Marine Parade,East Coast,44,Total,-
Marine Parade,East Coast,44,Males,-
Marine Parade,East Coast,44,Females,-
Marine Parade,East Coast,45,Total,-
Marine Parade,East Coast,45,Males,-
Marine Parade,East Coast,45,Females,-
Marine Parade,East Coast,46,Total,-
Marine Parade,East Coast,46,Males,-
Marine Parade,East Coast,46,Females,-
Marine Parade,East Coast,47,Total,-
Marine Parade,East Coast,47,Males,-
Marine Parade,East Coast,47,Females,-
Marine Parade,East Coast,48,Total,-
Marine Parade,East Coast,48,Males,-
Marine Parade,East Coast,48,Females,-
Marine Parade,East Coast,49,Total,-
Marine Parade,East Coast,49,Males,-
Marine Parade,East Coast,49,Females,-
Marine Parade,East Coast,50,Total,-
Marine Parade,East Coast,50,Males,-
Marine Parade,East Coast,50,Females,-
Marine Parade,East Coast,51,Total,-
Marine Parade,East Coast,51,Males,-
Marine Parade,East Coast,51,Females,-
Marine Parade,East Coast,52,Total,-
Marine Parade,East Coast,52,Males,-
Marine Parade,East Coast,52,Females,-
Marine Parade,East Coast,53,Total,-
Marine Parade,East Coast,53,Males,-
Marine Parade,East Coast,53,Females,-
Marine Parade,East Coast,54,Total,-
Marine Parade,East Coast,54,Males,-
Marine Parade,East Coast,54,Females,-
Marine Parade,East Coast,55,Total,-
Marine Parade,East Coast,55,Males,-
Marine Parade,East Coast,55,Females,-
Marine Parade,East Coast,56,Total,-
Marine Parade,East Coast,56,Males,-
Marine Parade,East Coast,56,Females,-
Marine Parade,East Coast,57,Total,-
Marine Parade,East Coast,57,Males,-
Marine Parade,East Coast,57,Females,-
Marine Parade,East Coast,58,Total,-
Marine Parade,East Coast,58,Males,-
Marine Parade,East Coast,58,Females,-
Marine Parade,East Coast,59,Total,-
Marine Parade,East Coast,59,Males,-
Marine Parade,East Coast,59,Females,-
Marine Parade,East Coast,60,Total,-
Marine Parade,East Coast,60,Males,-
Marine Parade,East Coast,60,Females,-
Marine Parade,East Coast,61,Total,-
Marine Parade,East Coast,61,Males,-
Marine Parade,East Coast,61,Females,-
Marine Parade,East Coast,62,Total,-
Marine Parade,East Coast,62,Males,-
Marine Parade,East Coast,62,Females,-
Marine Parade,East Coast,63,Total,-
Marine Parade,East Coast,63,Males,-
Marine Parade,East Coast,63,Females,-
Marine Parade,East Coast,64,Total,-
Marine Parade,East Coast,64,Males,-
Marine Parade,East Coast,64,Females,-
Marine Parade,East Coast,65,Total,-
Marine Parade,East Coast,65,Males,-
Marine Parade,East Coast,65,Females,-
Marine Parade,East Coast,66,Total,-
Marine Parade,East Coast,66,Males,-
Marine Parade,East Coast,66,Females,-
Marine Parade,East Coast,67,Total,-
Marine Parade,East Coast,67,Males,-
Marine Parade,East Coast,67,Females,-
Marine Parade,East Coast,68,Total,-
Marine Parade,East Coast,68,Males,-
Marine Parade,East Coast,68,Females,-
Marine Parade,East Coast,69,Total,-
Marine Parade,East Coast,69,Males,-
Marine Parade,East Coast,69,Females,-
Marine Parade,East Coast,70,Total,-
Marine Parade,East Coast,70,Males,-
Marine Parade,East Coast,70,Females,-
Marine Parade,East Coast,71,Total,-
Marine Parade,East Coast,71,Males,-
Marine Parade,East Coast,71,Females,-
Marine Parade,East Coast,72,Total,-
Marine Parade,East Coast,72,Males,-
Marine Parade,East Coast,72,Females,-
Marine Parade,East Coast,73,Total,-
Marine Parade,East Coast,73,Males,-
Marine Parade,East Coast,73,Females,-
Marine Parade,East Coast,74,Total,-
Marine Parade,East Coast,74,Males,-
Marine Parade,East Coast,74,Females,-
Marine Parade,East Coast,75,Total,-
Marine Parade,East Coast,75,Males,-
Marine Parade,East Coast,75,Females,-
Marine Parade,East Coast,76,Total,-
Marine Parade,East Coast,76,Males,-
Marine Parade,East Coast,76,Females,-
Marine Parade,East Coast,77,Total,-
Marine Parade,East Coast,77,Males,-
Marine Parade,East Coast,77,Females,-
Marine Parade,East Coast,78,Total,-
Marine Parade,East Coast,78,Males,-
Marine Parade,East Coast,78,Females,-
Marine Parade,East Coast,79,Total,-
Marine Parade,East Coast,79,Males,-
Marine Parade,East Coast,79,Females,-
Marine Parade,East Coast,80,Total,-
Marine Parade,East Coast,80,Males,-
Marine Parade,East Coast,80,Females,-
Marine Parade,East Coast,81,Total,-
Marine Parade,East Coast,81,Males,-
Marine Parade,East Coast,81,Females,-
Marine Parade,East Coast,82,Total,-
Marine Parade,East Coast,82,Males,-
Marine Parade,East Coast,82,Females,-
Marine Parade,East Coast,83,Total,-
Marine Parade,East Coast,83,Males,-
Marine Parade,East Coast,83,Females,-
Marine Parade,East Coast,84,Total,-
Marine Parade,East Coast,84,Males,-
Marine Parade,East Coast,84,Females,-
Marine Parade,East Coast,85,Total,-
Marine Parade,East Coast,85,Males,-
Marine Parade,East Coast,85,Females,-
Marine Parade,East Coast,86,Total,-
Marine Parade,East Coast,86,Males,-
Marine Parade,East Coast,86,Females,-
Marine Parade,East Coast,87,Total,-
Marine Parade,East Coast,87,Males,-
Marine Parade,East Coast,87,Females,-
Marine Parade,East Coast,88,Total,-
Marine Parade,East Coast,88,Males,-
Marine Parade,East Coast,88,Females,-
Marine Parade,East Coast,89,Total,-
Marine Parade,East Coast,89,Males,-
Marine Parade,East Coast,89,Females,-
Marine Parade,East Coast,90 & Over,Total,-
Marine Parade,East Coast,90 & Over,Males,-
Marine Parade,East Coast,90 & Over,Females,-
Marine Parade,Katong,Total,Total,"9,090"
Marine Parade,Katong,Total,Males,"4,310"
Marine Parade,Katong,Total,Females,"4,790"
Marine Parade,Katong,0,Total,60
Marine Parade,Katong,0,Males,40
Marine Parade,Katong,0,Females,20
Marine Parade,Katong,1,Total,70
Marine Parade,Katong,1,Males,40
Marine Parade,Katong,1,Females,30
Marine Parade,Katong,2,Total,60
Marine Parade,Katong,2,Males,40
Marine Parade,Katong,2,Females,30
Marine Parade,Katong,3,Total,100
Marine Parade,Katong,3,Males,50
Marine Parade,Katong,3,Females,50
Marine Parade,Katong,4,Total,100
Marine Parade,Katong,4,Males,50
Marine Parade,Katong,4,Females,50
Marine Parade,Katong,5,Total,120
Marine Parade,Katong,5,Males,60
Marine Parade,Katong,5,Females,70
Marine Parade,Katong,6,Total,100
Marine Parade,Katong,6,Males,50
Marine Parade,Katong,6,Females,50
Marine Parade,Katong,7,Total,100
Marine Parade,Katong,7,Males,50
Marine Parade,Katong,7,Females,50
Marine Parade,Katong,8,Total,110
Marine Parade,Katong,8,Males,60
Marine Parade,Katong,8,Females,50
Marine Parade,Katong,9,Total,80
Marine Parade,Katong,9,Males,40
Marine Parade,Katong,9,Females,50
Marine Parade,Katong,10,Total,110
Marine Parade,Katong,10,Males,70
Marine Parade,Katong,10,Females,40
Marine Parade,Katong,11,Total,90
Marine Parade,Katong,11,Males,40
Marine Parade,Katong,11,Females,50
Marine Parade,Katong,12,Total,110
Marine Parade,Katong,12,Males,50
Marine Parade,Katong,12,Females,60
Marine Parade,Katong,13,Total,80
Marine Parade,Katong,13,Males,40
Marine Parade,Katong,13,Females,40
Marine Parade,Katong,14,Total,100
Marine Parade,Katong,14,Males,40
Marine Parade,Katong,14,Females,60
Marine Parade,Katong,15,Total,90
Marine Parade,Katong,15,Males,50
Marine Parade,Katong,15,Females,40
Marine Parade,Katong,16,Total,90
Marine Parade,Katong,16,Males,40
Marine Parade,Katong,16,Females,50
Marine Parade,Katong,17,Total,90
Marine Parade,Katong,17,Males,50
Marine Parade,Katong,17,Females,50
Marine Parade,Katong,18,Total,100
Marine Parade,Katong,18,Males,40
Marine Parade,Katong,18,Females,60
Marine Parade,Katong,19,Total,100
Marine Parade,Katong,19,Males,50
Marine Parade,Katong,19,Females,50
Marine Parade,Katong,20,Total,100
Marine Parade,Katong,20,Males,50
Marine Parade,Katong,20,Females,50
Marine Parade,Katong,21,Total,90
Marine Parade,Katong,21,Males,40
Marine Parade,Katong,21,Females,50
Marine Parade,Katong,22,Total,100
Marine Parade,Katong,22,Males,50
Marine Parade,Katong,22,Females,40
Marine Parade,Katong,23,Total,90
Marine Parade,Katong,23,Males,40
Marine Parade,Katong,23,Females,50
Marine Parade,Katong,24,Total,100
Marine Parade,Katong,24,Males,50
Marine Parade,Katong,24,Females,40
Marine Parade,Katong,25,Total,110
Marine Parade,Katong,25,Males,50
Marine Parade,Katong,25,Females,50
Marine Parade,Katong,26,Total,100
Marine Parade,Katong,26,Males,40
Marine Parade,Katong,26,Females,60
Marine Parade,Katong,27,Total,110
Marine Parade,Katong,27,Males,60
Marine Parade,Katong,27,Females,50
Marine Parade,Katong,28,Total,110
Marine Parade,Katong,28,Males,50
Marine Parade,Katong,28,Females,60
Marine Parade,Katong,29,Total,100
Marine Parade,Katong,29,Males,50
Marine Parade,Katong,29,Females,60
Marine Parade,Katong,30,Total,110
Marine Parade,Katong,30,Males,50
Marine Parade,Katong,30,Females,70
Marine Parade,Katong,31,Total,90
Marine Parade,Katong,31,Males,40
Marine Parade,Katong,31,Females,50
Marine Parade,Katong,32,Total,100
Marine Parade,Katong,32,Males,40
Marine Parade,Katong,32,Females,60
Marine Parade,Katong,33,Total,90
Marine Parade,Katong,33,Males,40
Marine Parade,Katong,33,Females,50
Marine Parade,Katong,34,Total,100
Marine Parade,Katong,34,Males,40
Marine Parade,Katong,34,Females,60
Marine Parade,Katong,35,Total,120
Marine Parade,Katong,35,Males,50
Marine Parade,Katong,35,Females,70
Marine Parade,Katong,36,Total,120
Marine Parade,Katong,36,Males,60
Marine Parade,Katong,36,Females,70
Marine Parade,Katong,37,Total,110
Marine Parade,Katong,37,Males,50
Marine Parade,Katong,37,Females,70
Marine Parade,Katong,38,Total,150
Marine Parade,Katong,38,Males,60
Marine Parade,Katong,38,Females,90
Marine Parade,Katong,39,Total,130
Marine Parade,Katong,39,Males,70
Marine Parade,Katong,39,Females,60
Marine Parade,Katong,40,Total,170
Marine Parade,Katong,40,Males,60
Marine Parade,Katong,40,Females,100
Marine Parade,Katong,41,Total,160
Marine Parade,Katong,41,Males,80
Marine Parade,Katong,41,Females,80
Marine Parade,Katong,42,Total,170
Marine Parade,Katong,42,Males,90
Marine Parade,Katong,42,Females,90
Marine Parade,Katong,43,Total,160
Marine Parade,Katong,43,Males,70
Marine Parade,Katong,43,Females,100
Marine Parade,Katong,44,Total,150
Marine Parade,Katong,44,Males,70
Marine Parade,Katong,44,Females,80
Marine Parade,Katong,45,Total,150
Marine Parade,Katong,45,Males,70
Marine Parade,Katong,45,Females,90
Marine Parade,Katong,46,Total,160
Marine Parade,Katong,46,Males,70
Marine Parade,Katong,46,Females,90
Marine Parade,Katong,47,Total,180
Marine Parade,Katong,47,Males,80
Marine Parade,Katong,47,Females,100
Marine Parade,Katong,48,Total,190
Marine Parade,Katong,48,Males,100
Marine Parade,Katong,48,Females,90
Marine Parade,Katong,49,Total,180
Marine Parade,Katong,49,Males,100
Marine Parade,Katong,49,Females,90
